ID,店名,料理標籤,星級評分,營業時間,店家電話,地址,Google Map 網址,特約優惠,關鍵詞,介紹,座標,
232,慕特牛排 中原店,牛排,4.6,"11:30-14:30, 17:00-22:00",03-462-0900,新中北路567號,https://www.google.com/maps/place/%E6%85%95%E7%89%B9%E7%89%9B%E6%8E%92+%E4%B8%AD%E5%8E%9F%E5%BA%97/data=!4m2!3m1!1s0x346823003f7eea3f:0xa37a85e74a6289b2?sa=X&ved=1t:242&ictx=111,非特約商店,牛排、午餐、晚餐,主打大份量、深受學生與家庭客喜愛的人氣平價牛排館。現點現做的鐵板排餐質地扎實卻濕潤不乾柴，大口咬下香氣四溢，配上經典鐵板麵，整體飽足感爆棚，讓人回味無窮。許多常客強力推薦其出餐迅速、高性價比,"24.95747402244562, 121.24775142883566",
233,好咖 Thai,泰式,4.5,"平日12:00-15:00, 17:00-20:30，假日12:00-20:30",03-436-2188,中北路19號,"https://www.google.com/maps/place/%E5%A5%BD%E5%92%96+Thai/@24.9558882,121.2361068,17z/data=!3m2!4b1!5s0x3468223f126f530b:0xa1de6f27b2b2014c!4m6!3m5!1s0x3468223f122ed6c1:0xfde23e980cd44b50!8m2!3d24.9558882!4d121.2361068!16s%2Fg%2F11cmy2ntnw?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,泰式、飯、公仔麵、咖哩、午餐、晚餐,主打品項多元、兼具泰味與創意甜點的人氣複合式餐廳。店內現點現做的餐點質地扎實卻濕潤不乾柴，大口吃下香氣四溢、非常過癮，整體飽足感爆棚，更擁有視覺與味覺雙重享受。許多常客強力推薦其環境好拍、出餐迅速,"24.95609733280478, 121.23610680000003",
234,風味便當,台式便當,3,"10:30-13:00, 16:30-20:00(週日公休)",03-466-5262,中北路18-1號,"https://www.google.com/maps/place/%E9%A2%A8%E5%91%B3%E4%BE%BF%E7%95%B6/@24.9556365,121.2359984,17z/data=!3m1!4b1!4m6!3m5!1s0x3468233c2d46e71f:0x1e264dd40b6b980a!8m2!3d24.9556365!4d121.2359984!16s%2Fg%2F11lkn00zl6?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,便當、午餐、晚餐,這家在地便當店主打豐富多樣的主菜選擇與超高性價比。現點現炸的排骨與雞腿外酥內嫩、肉質鮮嫩多汁，搭配三道經典配飯熱菜，入口層次豐富且鹹香下飯。網評大讚其真材實料、價格親民,"24.955806724750865, 121.23634172274163",
235,開鍋open pot中壢中原店,火鍋,4.8,11:00-02:00,03-283-0511,中北路22號1樓,"https://www.google.com/maps/place/%E9%96%8B%E9%8D%8Bopen+pot%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9557123,121.2361976,17z/data=!3m1!4b1!4m6!3m5!1s0x346823313c6a602d:0xdcf324580ebdf5fe!8m2!3d24.9557123!4d121.2361976!16s%2Fg%2F11x951c11s?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,火鍋、午餐、晚餐、宵夜,這家個人小火鍋主打多款特色湯底與高性價比的百元鍋物。現切肉片在醇厚滑順的湯頭中輕涮後，入口鮮嫩多汁，搭配澎湃蔬菜更顯清甜，整體層次感十足、極其開胃。網評大讚其真材實料、高 CP 值,"24.955921433103565, 121.23740995843139",
236,林燒肉 (中原店),日式燒肉,5,17:00-02:00,03-466-3777,中北路32號,"https://www.google.com/maps/place/%E6%9E%97%E7%87%92%E8%82%89+(%E4%B8%AD%E5%8E%9F%E5%BA%97)/@24.9558338,121.2364209,17z/data=!3m1!4b1!4m6!3m5!1s0x346823912c49e32b:0xdef32eeb5f11eadb!8m2!3d24.9558338!4d121.2364209!16s%2Fg%2F11v5ssg0kx?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,燒肉、晚餐、宵夜,主打大份量、深受學生與小資族喜愛的人氣平價燒肉餐館。熱騰騰現烤的各式肉品與丼飯質地扎實卻濕潤不乾柴，大口吃下香氣四溢、非常過癮，整體飽足感爆棚。許多常客強力推薦其出餐迅速、用料實在,"24.956169385174196, 121.23780491979801",
237,孫師傅牛肉拉麵館,台式拉麵,3.7,11:00-21:00,03-466-4566,中北路52號,"https://www.google.com/maps/place/%E5%AD%AB%E5%B8%AB%E5%82%85%E7%89%9B%E8%82%89%E6%8B%89%E9%BA%B5%E9%A4%A8/@24.9559241,121.2369201,17z/data=!3m1!4b1!4m6!3m5!1s0x3468223f6d0e9637:0xd0c1d0d6ab8aed72!8m2!3d24.9559241!4d121.2369201!16s%2Fg%2F1tx1qysv?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,牛肉麵、麵、湯、水餃、午餐、晚餐,主打大份量、充滿溫暖家常溫度的人氣牛肉麵食館。熱騰騰的現煮拉麵配料扎實，牛肉濕潤不乾柴，大口吸麵時湯汁香氣四溢、非常過癮，整體飽足感爆棚。許多常客強力推薦其出餐迅速、份量誠意十足,"24.95609432435325, 121.23707030369948",
238,老天鵝鵝肉專賣店中原店,台式,4.7,11:00-23:30(週三公休),03-283-0083,中北路33號,"https://www.google.com/maps/place/%E8%80%81%E5%A4%A9%E9%B5%9D%E9%B5%9D%E8%82%89%E5%B0%88%E8%B3%A3%E5%BA%97%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9560005,121.2364035,17z/data=!3m1!4b1!4m6!3m5!1s0x3468235c2d40f15b:0x19eb6918494b25ee!8m2!3d24.9560005!4d121.2364035!16s%2Fg%2F11sv312256?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鵝肉、飯、麵、湯、熱炒、午餐、晚餐,主打品項多元、深受學生與饕客喜愛的人氣鵝肉專賣店。熱騰騰的現主鵝肉切盤與飯麵質地扎實卻濕潤不乾柴，大口吃下滿滿鹹香與清甜香氣四溢，整體飽足感爆棚。許多常客強力推薦其出餐迅速、用料實在,"24.956219359703695, 121.23687556876976",
239,牛聞沖牛肉麵,中式,4.6,11:00-22:00,03-416-2127,中北路11號,"https://www.google.com/maps/place/%E7%89%9B%E8%81%9E%E6%B2%96%E7%89%9B%E8%82%89%E9%BA%B5/@24.9558382,121.2358945,17z/data=!3m1!4b1!4m6!3m5!1s0x346823005cd449c1:0xbd6bfeaec2541268!8m2!3d24.9558382!4d121.2358945!16s%2Fg%2F11yy8_f5_n?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,牛肉麵、湯、乾拌麵、小菜、午餐、晚餐,主打大份量、深受學生與小資族喜愛的人氣牛肉麵食館。熱騰騰的現煮麵食配料扎實，牛肉肉質濕潤不乾柴，大口吸麵時濃郁湯汁香氣四溢，整體飽足感爆棚。許多常客強力推薦其出餐迅速、內用加湯加麵高性價比,"24.956018151577585, 121.23639875527677",
240,筱芸永和豆漿大王,早餐店、宵夜,2.3,"00:00-12:00, 17:00-00:00",03-456-1199,中北路25號,"https://www.google.com/maps/place/%E7%AD%B1%E8%8A%B8%E6%B0%B8%E5%92%8C%E8%B1%86%E6%BC%BF%E5%A4%A7%E7%8E%8B/@24.9559288,121.2362025,17z/data=!3m1!4b1!4m6!3m5!1s0x3468223f11e4820b:0x4433d56d78b60840!8m2!3d24.9559288!4d121.2362025!16s%2Fg%2F11g8xdwt8w?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,燒餅、油條、豆漿、肉包、蛋餅、早餐、晚餐、宵夜,這家在地宵夜早點主打天天現做的傳統中式點心。招牌燒餅油條外酥內軟，搭配口感香醇濃郁的熱豆漿，入口鹹甜交織、極具懷舊層次。網評大讚其真材實料、高 CP 值,"24.956157386925746, 121.23613812698595",
241,麥面庄,中式,4.2,11:00-20:00(週一、二公休),03-283-0277,中北路41號,"https://www.google.com/maps/place/%E9%BA%A5%E9%9D%A2%E5%BA%84/@24.9560928,121.2367105,17z/data=!3m1!4b1!4m6!3m5!1s0x3468223fe086ed9d:0xa938ed59e1cc7157!8m2!3d24.9560928!4d121.2367105!16s%2Fg%2F11c0tcdt_f?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,牛肉麵、麵、湯、午餐、晚餐,主打品項多元、深受學生與小資族喜愛的人氣平價麵食館。熱騰騰的現煮麵點與小菜質地扎實卻濕潤不乾柴，大口吃下香氣四溢、非常過癮，整體飽足感爆棚。許多常客強力推薦其出餐迅速、價格親民,"24.956292205374083, 121.23675341534272",
242,阿志炒羊肉（中原店）,台式熱炒,4.9,17:00-01:30(週三公休),0937-467-004,中北路85-6號,"https://www.google.com/maps/place/%E9%98%BF%E5%BF%97%E7%82%92%E7%BE%8A%E8%82%89%EF%BC%88%E4%B8%AD%E5%8E%9F%E5%BA%97%EF%BC%89/@24.9562856,121.2374104,17z/data=!3m1!4b1!4m6!3m5!1s0x346823000e2eb5dd:0x7401a37457767153!8m2!3d24.9562856!4d121.2374104!16s%2Fg%2F11yr1lhc27?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,羊肉、熱炒、晚餐、宵夜,主打以獨門沙茶醬汁重磅演繹的現炒羊肉專賣店。熱騰騰的炒羊肉與燴飯，醬汁醇厚鹹香、帶點微微的沙茶辛辣，大口咬下肉質滑嫩濕潤，與吸飽醬汁的麵條在口中爆發出極致的過癮滋味。常客一致推薦其沙茶調味極具辨識度，是重口味愛好者不可錯過的解饞聖地。,"24.956446096782415, 121.23735675582161",
243,阿秋鹹粥(中原店),台式,4,24小時營業,03-456-0021,中北路68號,"https://www.google.com/maps/place/%E9%98%BF%E7%A7%8B%E9%B9%B9%E7%B2%A5(%E4%B8%AD%E5%8E%9F%E5%BA%97)/@24.9560275,121.2375068,17z/data=!3m1!4b1!4m6!3m5!1s0x346823fbc1f83dd9:0xcf9c9d733a644dc7!8m2!3d24.9560275!4d121.2375068!16s%2Fg%2F11vxqshn2v?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鹹粥、小菜、黑白切、湯、24小時、早餐、午餐、晚餐、宵夜,主打鮮甜海產粥與各式現炸小菜的人氣台式古早味小吃店。招牌鹹粥吸飽了高湯精華，每一口都吃得到食材的鮮美與筍絲的脆口，質地濕潤順滑，搭配一杯微甜的古早味紅茶更顯解膩。常客一致讚賞其炸物酥脆不油膩,"24.95615881584011, 121.23748534232864",
244,海口鮮魚湯/朋淇早午餐,中式,3.4,16:30-06:30,0986-175-107,中北路70號,"https://www.google.com/maps/place/%E6%B5%B7%E5%8F%A3%E9%AE%AE%E9%AD%9A%E6%B9%AF%2F%E6%9C%8B%E6%B7%87%E6%97%A9%E5%8D%88%E9%A4%90/@24.956118,121.2375908,17z/data=!3m1!4b1!4m6!3m5!1s0x346823c1589d82e3:0x33ff8cd6830882d!8m2!3d24.956118!4d121.2375908!16s%2Fg%2F11vf1brhg1?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鮮魚湯、鐵板麵、漢堡、吐司、蛋餅、晚餐、宵夜,這是一間將台式產地鮮味與西式晨間料理完美結合的複合式餐廳。招牌鮮魚湯魚肉質地扎實濕潤、毫無腥味，搭配吸飽蛋液、口感綿密軟嫩的法式吐司拼盤，在舌尖撞擊出驚豔的層次感。常客一致推薦其鮮魚系列新鮮度破表，是早晨想要徹底暖胃的私房名單。,"24.95625904283013, 121.23753715582163",
245,岡山炒羊(牛)肉,中式熱炒,3.5,未提供,無,中北路79號,"https://www.google.com/maps/place/%E5%B2%A1%E5%B1%B1%E7%82%92%E7%BE%8A(%E7%89%9B)%E8%82%89/@24.9563661,121.2376298,17z/data=!3m1!4b1!4m6!3m5!1s0x34682300496f84cb:0x1cf993039860c0eb!8m2!3d24.9563661!4d121.2376298!16s%2Fg%2F11wy21z4h3?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,羊肉、熱炒、炒飯、炒麵、晚餐,這是一間專精於羊、牛肉料理的台式現炒餐館。熱騰騰的炒肉燴飯與炒麵，芡汁質地濕潤順滑，濃郁的沙茶與蒜香完美包裹著毫無腥羶味的肉片，大口吃下香氣四溢、極其下飯。常客一致推薦其肉質軟嫩、調味重口卻不膩,"24.95653632374214, 121.23762979999998",
246,澧馥漢堡,早餐店,4.8,06:30-12:30,03-437-2756,中北路85-1號,"https://www.google.com/maps/place/%E6%BE%A7%E9%A6%A5%E6%BC%A2%E5%A0%A1/@24.9563892,121.2354783,17z/data=!4m15!1m8!3m7!1s0x3468223fb2019a33:0xc940961faec5f9cd!2zMzIw5qGD5ZyS5biC5Lit5aOi5Y2A5pmu5LuB6YeM5Lit5YyX6LevODXkuYsx6Jmf!3b1!8m2!3d24.9563783!4d121.2376158!16s%2Fg%2F11vzgk5_q1!3m5!1s0x3468231026b22dc5:0xef32fdf053874f97!8m2!3d24.9563892!4d121.237667!16s%2Fg%2F11l6zyfh6w?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鐵板麵、漢堡、吐司、蛋餅、早餐店、早餐,這家美式漢堡店主打純手工拍打的厚實肉排與現點現煎的職人精神。招牌牛肉堡煎到表面微焦，大口咬下肉質軟嫩、滿溢香濃肉汁，搭配融化的起司與爽脆生菜，層次感在口中爆發。網評大讚其肉排底氣十足、醬汁獨特,"24.956530242519452, 121.23759188062817",
247,開源社香雞排（中壢中北路店）（中原店）,炸物,3.6,15:00-01:30,0976-440-174,中北路85號,"https://www.google.com/maps/place/%E9%96%8B%E6%BA%90%E7%A4%BE%E9%A6%99%E9%9B%9E%E6%8E%92%EF%BC%88%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8C%97%E8%B7%AF%E5%BA%97%EF%BC%89%EF%BC%88%E4%B8%AD%E5%8E%9F%E5%BA%97%EF%BC%89/@24.9564086,121.237729,17z/data=!3m1!4b1!4m6!3m5!1s0x3468223fb23c8ceb:0xfb09a0d297766d20!8m2!3d24.9564086!4d121.237729!16s%2Fg%2F11cs6f361v?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,雞排、鹽酥雞、炸物、晚餐、宵夜,這家在地炸物老字號主打現點現炸、並刷上靈魂特製蒜香醬汁的台式雞排。剛起鍋的雞排外皮無比酥脆，大口咬下肉質依舊細嫩多汁，鹹甜交織的獨門醬汁隨即在口中爆發，極其涮嘴。網評一致狂推其獨特刷醬與百頁豆腐、魷魚,"24.956588550743874, 121.23781483068542",
248,三顧茅廬麻辣滷味 中壢中北店,台式滷味,3.7,16:00-03:00,03-456-6908,中北路76號,"https://www.google.com/maps/place/%E4%B8%89%E9%A1%A7%E8%8C%85%E5%BB%AC%E9%BA%BB%E8%BE%A3%E6%BB%B7%E5%91%B3+%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8C%97%E5%BA%97/@24.9561944,121.2377208,17z/data=!3m1!4b1!4m6!3m5!1s0x3468223fb3e7bc25:0xc5a5b560d11f6f8d!8m2!3d24.9561944!4d121.2377208!16s%2Fg%2F1tgdfqk_?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,滷味、晚餐、宵夜,主打品項極其豐富、能滿足挑剔味蕾的知名藥膳麻辣滷味專賣店。熱騰騰的各式肉片與時蔬菜餚質地扎實卻濕潤不乾柴，沾裹靈魂麻辣醬汁後大口吃下，香氣四溢、麻感在舌尖跳躍非常過癮。許多常客強力推薦其鴨血入味非凡,"24.956413259359007, 121.23769934232864",
249,白巷子 中壢中原店｜飲料外送｜來店自取｜買五送一｜手搖飲推薦｜高CP值飲料｜中原商圈推薦飲料,手搖飲,4.4,10:00-22:00,03-465-0007,中北路99號,"https://www.google.com/maps/place/%E7%99%BD%E5%B7%B7%E5%AD%90+%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97%EF%BD%9C%E9%A3%B2%E6%96%99%E5%A4%96%E9%80%81%EF%BD%9C%E4%BE%86%E5%BA%97%E8%87%AA%E5%8F%96%EF%BD%9C%E8%B2%B7%E4%BA%94%E9%80%81%E4%B8%80%EF%BD%9C%E6%89%8B%E6%90%96%E9%A3%B2%E6%8E%A8%E8%96%A6%EF%BD%9C%E9%AB%98CP%E5%80%BC%E9%A3%B2%E6%96%99%EF%BD%9C%E4%B8%AD%E5%8E%9F%E5%95%86%E5%9C%88%E6%8E%A8%E8%96%A6%E9%A3%B2%E6%96%99/@24.956547,121.2381644,17z/data=!3m1!4b1!4m6!3m5!1s0x346823cd6aa6939b:0x1b84fbfd79fde59b!8m2!3d24.956547!4d121.2381644!16s%2Fg%2F11mvpmrcgd?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,手搖飲、飲料,主打視覺系漸層與純粹茶韻的人氣手搖專賣店。熱門的鮮奶茶與滿杯水果茶，質地滑順、乳香與茶香完美交織，大口喝下滿是清新花果香，微甜不膩、非常過癮。常客一致推薦其自熬配料扎實濕潤、嚼勁十足,"24.95681449395319, 121.23814294232865",
250,匠堡早午餐,早午餐,3.8,05:30-13:30(週日公休),03-436-9120,中北路127號,"https://www.google.com/maps/place/%E5%8C%A0%E5%A0%A1%E6%97%A9%E5%8D%88%E9%A4%90/@24.9567904,121.2387215,17z/data=!3m1!4b1!4m6!3m5!1s0x3468223e33e3c133:0xf928b405629a9bf3!8m2!3d24.9567904!4d121.2387215!16s%2Fg%2F11x_f1743?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鐵板麵、漢堡、吐司、蛋餅、早餐店、早餐,主打品項多元、將台式蛋餅與西式漢堡完美融合的人氣早午餐店。特製的漢堡麵包與酥皮蛋餅在煎板上烙得外酥內軟，內餡濕潤不乾柴，大口吃下滿是煎蛋香與濃郁起司交織的豐厚香氣。常客一致推薦其抹醬與調味極具辨識度,"24.956950896124336, 121.23860348280758",
251,可不可熟成紅茶 中壢中原店,手搖飲,3.5,11:00-22:00,03-416-1112,中北路155號,"https://www.google.com/maps/place/%E5%8F%AF%E4%B8%8D%E5%8F%AF%E7%86%9F%E6%88%90%E7%B4%85%E8%8C%B6+%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9569623,121.2394104,17z/data=!3m1!4b1!4m6!3m5!1s0x3468232faa13d8af:0x2e5d8a15800bb01!8m2!3d24.9569623!4d121.2394104!16s%2Fg%2F11kqdrkkvx?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,手搖飲、飲料,主打嚴選熟成茶葉、深受學生與上班族喜愛的人氣紅茶專賣店。熱門的熟成鮮奶茶與歐蕾系列，乳香與濃郁茶湯完美交織，質地絲滑濕潤，每一口都能感受到茶香在舌尖回甘的豐富層次。常客一致推薦其甜度調配得當，是午後外送、下午茶解饞的完美名單。,"24.957200612018994, 121.24013996082597",
252,八方雲集-中壢中原店,中式,3.3,10:30-23:00,03-466-7666,中北路176號,"https://www.google.com/maps/place/%E5%85%AB%E6%96%B9%E9%9B%B2%E9%9B%86-%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9569282,121.2397025,17z/data=!3m1!4b1!4m6!3m5!1s0x3468223e29d3f5a7:0x430f9c9a1c8fb43d!8m2!3d24.9569282!4d121.2397025!16s%2Fg%2F11y25dpmh?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,水餃、鍋貼、麵、湯、午餐、晚餐,這家經典招牌主打現點現煎的金黃鍋貼與飽滿水餃。剛起鍋的鍋貼底部無比酥脆，大口咬下，扎實的豬肉內餡隨即爆出滾燙多汁的鮮甜內餡，搭配帶點微辣的韓式泡餃更是層次感十足。網評大讚其品質穩定、內餡扎實,"24.957098422964947, 121.24057153568977",
253,大無敵烤肉飯-中壢中原店,台式便當,4,"10:30-14:00, 17:00-20:30",03-466-6968,中北路178號,"https://www.google.com/maps/place/%E5%A4%A7%E7%84%A1%E6%95%B5%E7%83%A4%E8%82%89%E9%A3%AF-%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9568954,121.2397438,17z/data=!3m1!4b1!4m6!3m5!1s0x346823ee55a9e14b:0x5ae1e175efded7!8m2!3d24.9568954!4d121.2397438!16s%2Fg%2F11yqy2fjxj?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,烤肉飯、便當、午餐、晚餐,這家炭烤便當店主打職人旺火現烤、帶有微焦香氣的澎湃烤肉飯。招牌燒肉大口咬下，肉質鮮嫩不乾柴，鹹甜交織的秘製醬汁完美滲入肉片，搭配滿滿炭火香，超級下飯。網評大讚其主菜肉量誠意十足、香氣極具記憶點,"24.95711425811617, 121.24076303940497",
254,得正#中壢中原計劃,手搖飲,3.3,10:15-21:30，假日11:00-21:30,03-456-6668,中北路179號1樓,"https://www.google.com/maps/place/%E5%BE%97%E6%AD%A3%23%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E8%A8%88%E5%8A%83/@24.9571621,121.239815,17z/data=!3m1!4b1!4m6!3m5!1s0x3468232d9661e105:0x3089b24cdbc747b6!8m2!3d24.9571621!4d121.239815!16s%2Fg%2F11pcltg6j1?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,手搖飲、飲料,主打品項純粹、深受茶饕與上班族青睞的人氣烏龍茶專賣店。熱門的焙烏龍鮮奶茶，質地滑順濕潤，濃郁乳香與帶有木質調的深焙茶香完美融合，大口喝下微甜不膩、香氣四溢。常客一致推薦其茶凍系列極具辨識度,"24.957312868637274, 121.23973989815028",
255,早啊早餐店,早午餐,4,06:00-14:00,03-438-8138,中北路183號,"https://www.google.com/maps/place/%E6%97%A9%E5%95%8A%E6%97%A9%E9%A4%90%E5%BA%97/@24.9571913,121.2399575,17z/data=!3m1!4b1!4m6!3m5!1s0x34682383a5a0bc39:0x8a916c56fc5368c3!8m2!3d24.9571913!4d121.2399575!16s%2Fg%2F11flc0l_h5?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鍋燒意麵、蛋餅、吐司、鐵板麵、早餐、早餐店,這是一間充滿澎湃朝氣的台式經典早餐店。特製的現烤吐司口感蓬鬆軟嫩，夾入質地扎實卻濕潤不乾柴的手作肉排與嫩蛋，抹上微甜特調醬料，每一口都吃得到飽滿的幸福感。常客一致推薦其餐點百吃不厭，是假日睡到飽後放鬆用餐的私房名單。,"24.957371249599817, 121.24002187301403",
256,麥食堂 韓式炸雞、豆腐煲專賣店,韓式,5,"11:30-14:30, 17:00-02:00(週日公休)",0980-939-522,中北路191號1樓,"https://www.google.com/maps/place/%E9%BA%A5%E9%A3%9F%E5%A0%82+%E9%9F%93%E5%BC%8F%E7%82%B8%E9%9B%9E%E3%80%81%E8%B1%86%E8%85%90%E7%85%B2%E5%B0%88%E8%B3%A3%E5%BA%97/@24.9572104,121.2400262,17z/data=!3m1!4b1!4m6!3m5!1s0x346823cdd4c09d41:0x2a99a445a07d9b42!8m2!3d24.9572104!4d121.2400262!16s%2Fg%2F11y4qyds69?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,鍋物、豆腐煲、拌飯、韓式炸雞、定食、午餐、晚餐,主打經典韓式料理、深受學生與饕客喜愛的人氣餐館。招牌豆腐煲湯頭香辣層次豐富，搭配質地濕潤扎實、甜鹹交織的洋釀炸雞，大口吃下滿是韓式香氣，非常過癮。常客強力推薦其炸雞與煲湯的雙重組合,"24.957477892511783, 121.24010130184972",
257,UG中壢中原店(外送/線上點餐歡迎加入),手搖飲,4.4,10:00-21:30,03-438-0098,中北路184號1樓,"https://www.google.com/maps/place/UG%E4%B8%AD%E5%A3%A2%E4%B8%AD%E5%8E%9F%E5%BA%97(%E5%A4%96%E9%80%81%2F%E7%B7%9A%E4%B8%8A%E9%BB%9E%E9%A4%90%E6%AD%A1%E8%BF%8E%E5%8A%A0%E5%85%A5)%E5%AE%98%E6%96%B9LINE%E5%B8%B3%E8%99%9F:@475pyztf/@24.9569944,121.2400468,17z/data=!3m1!4b1!4m6!3m5!1s0x3468231e456ae9f7:0xf69f52f2daa8b461!8m2!3d24.9569944!4d121.2400468!16s%2Fg%2F11mdv88m7w?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,手搖飲、飲料,這家高科技手搖店主打AI智能精準製茶，主打出杯迅速、品質穩定。經典茶飲入口質地滑順，大口喝下滿是清新花果香與純粹茶韻，回甘不澀、清爽解膩，整體層次感十足。網評大讚其線上點餐外送超方便,"24.9571646228734, 121.24079781849734",
258,帕思比義式坊中原店,義式,4.3,11:00-23:00,03-438-3188,中北路188號,"https://www.google.com/maps/place/%E5%B8%95%E6%80%9D%E6%AF%94%E7%BE%A9%E5%BC%8F%E5%9D%8A%E4%B8%AD%E5%8E%9F%E5%BA%97/@24.9570511,121.2401228,17z/data=!3m1!4b1!4m6!3m5!1s0x346823b4482ea2b5:0xf0599c45c00ff5d!8m2!3d24.9570511!4d121.2401228!16s%2Fg%2F11x6gv_b0g?authuser=0&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",非特約商店,義大利麵、燉飯、披薩、午餐、晚餐,這家平價義式餐廳主打高CP值的義大利麵與現烤披薩。招牌白醬與紅醬麵條質地Q彈吸飽醬汁，入口濃郁滑順、鹹香帶點微甜，搭配現烤至牽絲的滿滿起司，層次感十足。網評大讚其份量誠意滿滿、價格親民,"24.95721159578447, 121.24116349706058",
